UserID,Preferences,Gender,NumberOfAdults,NumberOfChildren,Nature_Interest,Culture_Interest,Adventure_Interest,Food_Interest,Wellness_Interest,Entertainment_Interest,Shopping_Interest,Family_Interest,Cluster
184,"Beaches, Historical",Male,1,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
185,"Nature, Adventure",Female,2,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
186,"City, Historical",Male,1,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
187,"Beaches, Historical",Female,1,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
188,"Nature, Adventure",Female,1,0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
189,"City, Historical",Female,1,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
190,"Beaches, Historical",Female,1,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
191,"Nature, Adventure",Male,2,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
192,"City, Historical",Male,1,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
193,"Beaches, Historical",Female,1,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
194,"Nature, Adventure",Female,2,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
195,"City, Historical",Male,1,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
196,"Beaches, Historical",Male,1,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
197,"Nature, Adventure",Female,1,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
198,"City, Historical",Male,2,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
199,"Beaches, Historical",Male,1,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
200,"Nature, Adventure",Male,1,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
201,"City, Historical",Male,2,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
202,"Beaches, Historical",Male,1,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
203,"Nature, Adventure",Female,2,0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
204,"City, Historical",Male,1,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
205,"Beaches, Historical",Female,1,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
206,"Nature, Adventure",Female,2,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
207,"City, Historical",Male,2,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
208,"Beaches, Historical",Male,1,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
209,"Nature, Adventure",Male,1,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
210,"City, Historical",Male,1,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
211,"Beaches, Historical",Female,2,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
212,"Nature, Adventure",Female,2,0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
213,"City, Historical",Male,1,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
214,"Beaches, Historical",Male,1,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
215,"Nature, Adventure",Female,1,0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
216,"City, Historical",Female,1,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
217,"Beaches, Historical",Male,1,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
218,"Nature, Adventure",Female,2,2,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
219,"City, Historical",Female,1,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
220,"Beaches, Historical",Female,2,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
221,"Nature, Adventure",Male,1,2,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
222,"City, Historical",Male,1,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
223,"Beaches, Historical",Female,1,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
224,"Nature, Adventure",Male,2,2,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
225,"City, Historical",Female,2,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
226,"Beaches, Historical",Female,2,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
227,"Nature, Adventure",Male,1,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
228,"City, Historical",Female,1,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
229,"Beaches, Historical",Male,2,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
230,"Nature, Adventure",Female,2,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
231,"City, Historical",Female,2,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
232,"Beaches, Historical",Male,2,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
233,"Nature, Adventure",Male,1,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
234,"City, Historical",Male,1,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
235,"Beaches, Historical",Male,1,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
236,"Nature, Adventure",Male,2,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
237,"City, Historical",Female,2,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
238,"Beaches, Historical",Female,1,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
239,"Nature, Adventure",Male,2,0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
240,"City, Historical",Female,1,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
241,"Beaches, Historical",Female,1,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
242,"Nature, Adventure",Female,2,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
243,"City, Historical",Female,1,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
244,"Beaches, Historical",Male,2,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
245,"Nature, Adventure",Male,2,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
246,"City, Historical",Female,2,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
247,"Beaches, Historical",Female,2,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
248,"Nature, Adventure",Female,1,2,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
249,"City, Historical",Male,1,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
250,"Beaches, Historical",Male,1,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
251,"Nature, Adventure",Female,2,2,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
252,"City, Historical",Male,2,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
253,"Beaches, Historical",Male,2,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
254,"Nature, Adventure",Female,1,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
255,"City, Historical",Female,2,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
256,"Beaches, Historical",Male,2,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
257,"Nature, Adventure",Female,2,0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
258,"City, Historical",Male,2,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
259,"Beaches, Historical",Male,1,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
260,"Nature, Adventure",Female,1,0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
261,"City, Historical",Male,2,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
262,"Beaches, Historical",Female,2,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
263,"Nature, Adventure",Male,1,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
264,"City, Historical",Female,1,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
265,"Beaches, Historical",Male,1,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
